LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
173341301832018090522002455068006,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
173341301832018090522002455068006,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
173341301832018090522002455068006,3,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
173341301832018090522002455068006,4,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
173341301832018090522002455068006,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
173341301832018090522002455068006,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
173784749042018090521342758380248,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
173784749042018090521342758380248,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
173784749042018090521342758380248,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
173784749042018090521342758380248,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
173784749042018090521342758380248,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
175128649142018090521222455380548,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
175128649142018090521222455380548,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
175128649142018090521222455380548,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
175128649142018090521222455380548,4,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
175128649142018090521222455380548,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
175128649142018090521222455380548,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
176651689602018090521080554380348,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
176651689602018090521080554380348,2,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
176651689602018090521080554380348,3,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
176651689602018090521080554380348,4,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
176651689602018090521080554380348,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
176651689602018090521080554380348,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
181789447352018090522241698080354,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
181789447352018090522241698080354,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
181789447352018090522241698080354,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
181790479022018090522125863648838,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
181790479022018090522125863648838,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
181790479022018090522125863648838,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
181790479022018090522125863648838,4,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
181790479022018090522125863648838,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
181790479022018090522125863648838,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
182568089142018090521493653380848,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
182568089142018090521493653380848,2,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
182568089142018090521493653380848,3,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
182568089142018090521493653380848,4,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
182568089142018090521493653380848,5,Draught proofing,Draught proofing,10.0,,£80 - £120
182568089142018090521493653380848,6,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£350 - £450
182568089142018090521493653380848,7,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
182568089142018090521493653380848,8,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
182568089142018090521493653380848,9,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
60331469022018090516031484358538,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
60331469022018090516031484358538,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
60331469022018090516031484358538,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
60331469022018090516031484358538,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
60331469022018090516031484358538,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
123151669262018090410003129088048,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
123151669262018090410003129088048,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
123151669262018090410003129088048,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
123151669262018090410003129088048,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
123151669262018090410003129088048,5,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
123151669262018090410003129088048,6,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
123151669262018090410003129088048,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
123506609102018090410093744982288,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
123506609102018090410093744982288,2,Draught proofing,Draught proofing,10.0,,£80 - £120
123506609102018090410093744982288,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
123506609102018090410093744982288,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
123506609102018090410093744982288,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
1329630091952018090413545096980031,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
1329630091952018090413545096980031,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
1329630091952018090413545096980031,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1329630091952018090413545096980031,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
1329630091952018090413545096980031,5,Wind turbine,Wind turbine,44.0,,"£15,000 - £25,000"
135826018832018090414241279268000,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
135826018832018090414241279268000,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
135826018832018090414241279268000,3,Draught proofing,Draught proofing,10.0,,£80 - £120
135826018832018090414241279268000,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£40
135826018832018090414241279268000,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
135826018832018090414241279268000,6,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
135826018832018090414241279268000,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
139239150912018090414234094280859,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
139239150912018090414234094280859,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
139239150912018090414234094280859,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
139239150912018090414234094280859,4,Draught proofing,Draught proofing,10.0,,£80 - £120
139239150912018090414234094280859,5,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
139239150912018090414234094280859,6,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
139239150912018090414234094280859,7,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
139239150912018090414234094280859,8,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
139239150912018090414234094280859,9,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
140553741812018090413273095080154,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
140553741812018090413273095080154,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
140553741812018090413273095080154,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
1660431019202018090421401963080548,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
1660431019202018090421401963080548,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
1660431019202018090421401963080548,3,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
1660431019202018090421401963080548,4,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
1660431019202018090421401963080548,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1660431019202018090421401963080548,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
1660581241832018090422151753078103,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
1660581241832018090422151753078103,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1660581241832018090422151753078103,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
1660644419742018090420045563080378,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
1660644419742018090420045563080378,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
1660644419742018090420045563080378,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
1660644419742018090420045563080378,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1660644419742018090420045563080378,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
79996339042018090408135846580778,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
79996339042018090408135846580778,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
79996339042018090408135846580778,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
79996339042018090408135846580778,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
172102080352018090305502994080954,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
172102080352018090305502994080954,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
172102080352018090305502994080954,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
172102080352018090305502994080954,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
172102309022018090306083343728328,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
172102309022018090306083343728328,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
172102309022018090306083343728328,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
172102309022018090306083343728328,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
172237800312018090305353194080556,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
172237800312018090305353194080556,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
172237800312018090305353194080556,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
172237800312018090305353194080556,4,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
172237800312018090305353194080556,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
172237800312018090305353194080556,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
174885349142018090305262557380828,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
174885349142018090305262557380828,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
174885349142018090305262557380828,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
174885349142018090305262557380828,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£40
174885349142018090305262557380828,5,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
174885349142018090305262557380828,6,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
174885349142018090305262557380828,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
176066729652018090304515793080059,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
176066729652018090304515793080059,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
176066729652018090304515793080059,3,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
176066729652018090304515793080059,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
176066729652018090304515793080059,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
177149169022018090305240333728028,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
177149169022018090305240333728028,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
177149169022018090305240333728028,3,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
177149169022018090305240333728028,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
177149169022018090305240333728028,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
177883769062018090306033053728328,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
177883769062018090306033053728328,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
177883769062018090306033053728328,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
177883769062018090306033053728328,4,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
177883769062018090306033053728328,5,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
177883769062018090306033053728328,6,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
177883769062018090306033053728328,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
190237833552018090305563097080654,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
190237833552018090305563097080654,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
190237833552018090305563097080654,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£20
190237833552018090305563097080654,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
190237833552018090305563097080654,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
1659793016852018090210413990780068,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
1659793016852018090210413990780068,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
1659793016852018090210413990780068,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£35
1659793016852018090210413990780068,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1659793016852018090210413990780068,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
1659845276312018090209591790780360,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£90
1659845276312018090209591790780360,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1659845276312018090209591790780360,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
1659862766152018090210265590780367,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
1659862766152018090210265590780367,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1659862766152018090210265590780367,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
1659974709342018090210121861087498,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
1659974709342018090210121861087498,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
1659974709342018090210121861087498,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
1659974709342018090210121861087498,4,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
1659974709342018090210121861087498,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
1659974709342018090210121861087498,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
586267498832018090114243065768908,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
586267498832018090114243065768908,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
586267498832018090114243065768908,3,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
586267498832018090114243065768908,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
586267498832018090114243065768908,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
121360799902018083115542748889868,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
121360799902018083115542748889868,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
121360799902018083115542748889868,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
121360799902018083115542748889868,4,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
121360799902018083115542748889868,5,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
121360799902018083115542748889868,6,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
121360799902018083115542748889868,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
121688178252018083115565699980344,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
121688178252018083115565699980344,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
121688178252018083115565699980344,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£60
121688178252018083115565699980344,4,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
121688178252018083115565699980344,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
121688178252018083115565699980344,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
123254019202018083120261347987198,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
123254019202018083120261347987198,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
123254019202018083120261347987198,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£20
123254019202018083120261347987198,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
123254019202018083120261347987198,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
123254609762018083120221089398218,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
123254609762018083120221089398218,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
123254609762018083120221089398218,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
123254609762018083120221089398218,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
123254609762018083120221089398218,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
123255019742018083120183845987098,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
123255019742018083120183845987098,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
123255019742018083120183845987098,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
123255019742018083120183845987098,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
126569919602018083120133746987298,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
126569919602018083120133746987298,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
126569919602018083120133746987298,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
134577539342018083116212552082388,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
134577539342018083116212552082388,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
134577539342018083116212552082388,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£55
134577539342018083116212552082388,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
134577539342018083116212552082388,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
147477089402018083116094550082288,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
147477089402018083116094550082288,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
147477089402018083116094550082288,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
147477089402018083116094550082288,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
147477089402018083116094550082288,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
150966989252018083116515498280556,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
150966989252018083116515498280556,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
151367598832018083116302068768904,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
151367598832018083116302068768904,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
151367598832018083116302068768904,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£55
151367598832018083116302068768904,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
156446778832018083116165687768902,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
156446778832018083116165687768902,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
156446778832018083116165687768902,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
156446778832018083116165687768902,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
156446778832018083116165687768902,5,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£350 - £450
156446778832018083116165687768902,6,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
156446778832018083116165687768902,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
187322469042018083115384650482688,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
187322469042018083115384650482688,2,Party wall insulation,Party wall insulation,63.0,,£300 - £600
187322469042018083115384650482688,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
187322469042018083115384650482688,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
187322469042018083115384650482688,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
187322478832018083115454933268400,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
187322478832018083115454933268400,2,Party wall insulation,Party wall insulation,63.0,,£300 - £600
187322478832018083115454933268400,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
187322478832018083115454933268400,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
187322478832018083115454933268400,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
187322478832018083115454933268400,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
189700579742018083116375352482188,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
189700579742018083116375352482188,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
189700579742018083116375352482188,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
189700579742018083116375352482188,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
189988208832018083115481154268407,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
189988208832018083115481154268407,2,Party wall insulation,Party wall insulation,63.0,,£300 - £600
189988208832018083115481154268407,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
189988208832018083115481154268407,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
189988208832018083115481154268407,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
189988208832018083115481154268407,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
194209469302018083115562154482188,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
194209469302018083115562154482188,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
194209469302018083115562154482188,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£60
194209469302018083115562154482188,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
194209469302018083115562154482188,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
194436549222018083115435884188438,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
194436549222018083115435884188438,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
194436549222018083115435884188438,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
194436549222018083115435884188438,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
194436549222018083115435884188438,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
199387386352018083116571893280951,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
199387386352018083116571893280951,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
199387386352018083116571893280951,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
199387386352018083116571893280951,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£5,000 - £8,000"
276715339262018083116431401888138,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
276715339262018083116431401888138,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
276715339262018083116431401888138,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£50
276715339262018083116431401888138,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
